customer_id,city,age,gender,monthly_income,plan_type,tenure_months,monthly_recharge_amount,data_usage_gb,call_minutes_used,sms_count,number_of_complaints,complaint_resolved,network_type,device_brand,device_price_range,avg_monthly_bill,late_payment_count,contract_type,customer_service_calls,international_roaming_used,value_added_services_count,satisfaction_score,app_usage_hours_per_week,social_media_usage_hours,streaming_service_used,number_of_family_lines,payment_method,signup_date,churn,tenure_days_from_signup
CUST00841,Mumbai,51.0,Male,6400.0,Prepaid,88.0,392.25,10.79,589.0,26.0,3.0,Yes,4G,Samsung,Low (<10k),336.09,1.0,With Contract,2.0,No,1.0,4.0,0.5,7.2,No,2.0,Credit Card,2019-01-01,No,2779.0
CUST00771,Mumbai,51.0,Male,52200.0,Postpaid,2.0,133.11,1.0,947.0,24.0,3.0,Yes,4G,Samsung,Mid (10k-25k),131.98,0.0,With Contract,4.0,No,2.0,4.0,11.6,2.1,No,2.0,UPI,2022-10-06,Yes,1405.0
CUST00753,,85.0,Female,32200.0,Prepaid,2.0,196.95,,,24.0,3.0,No,4G,Apple,Mid (10k-25k),191.31,2.0,No Contract,4.0,No,0.0,5.0,0.0,1.1,No,0.0,Debit Card,2019-11-27,Yes,2449.0
CUST01317,Nagpur,48.0,Female,97500.0,Prepaid,0.0,249.88,10.47,662.0,29.0,1.0,No,4G,Oppo,Mid (10k-25k),264.21,2.0,No Contract,3.0,No,3.0,3.0,3.1,3.3,Yes,0.0,Cash,2021-06-20,No,1878.0
CUST00436,Thane,,Male,71800.0,Prepaid,6.0,198.19,3.74,454.0,27.0,2.0,No,4G,,Low (<10k),164.17,0.0,With Contract,7.0,No,0.0,3.0,21.6,5.2,No,1.0,UPI,2023-01-21,No,1298.0
CUST01324,Mumbai,52.0,Male,40500.0,Postpaid,6.0,243.92,6.83,554.0,25.0,3.0,No,4G,Xiaomi,Mid (10k-25k),313.36,1.0,No Contract,4.0,No,2.0,2.0,7.2,3.2,Yes,1.0,UPI,2020-11-09,No,2101.0
CUST01461,Pune,44.0,Male,56200.0,Postpaid,48.0,92.84,0.12,383.0,21.0,0.0,No Complaint Filed,4G,Samsung,Low (<10k),98.38,1.0,With Contract,2.0,No,1.0,5.0,3.9,11.9,Yes,0.0,UPI,2021-04-07,No,1952.0
CUST01103,Amravati,44.0,Male,26600.0,Prepaid,0.0,146.85,,1107.0,20.0,0.0,No Complaint Filed,,Vivo,Low (<10k),117.82,0.0,No Contract,4.0,No,1.0,4.0,20.6,2.4,Yes,0.0,Cash,2022-06-13,No,1520.0
CUST01379,Pune,52.0,Female,36100.0,Prepaid,1.0,74.73,5.14,635.0,19.0,2.0,No,4G,Samsung,Low (<10k),94.98,3.0,With Contract,6.0,No,4.0,3.0,0.1,31.0,No,0.0,Debit Card,2020-11-22,Yes,2088.0
CUST00689,Chhatrapati Sambhajinagar,36.0,Male,29200.0,Prepaid,13.0,161.86,11.53,792.0,20.0,0.0,No Complaint Filed,4G,Xiaomi,Low (<10k),162.66,0.0,No Contract,1.0,No,1.0,3.0,22.3,19.1,No,0.0,Cash,2021-09-03,No,1803.0
CUST00552,Kolhapur,41.0,Female,23100.0,Postpaid,18.0,114.11,5.84,404.0,19.0,0.0,No Complaint Filed,4G,,Mid (10k-25k),118.73,0.0,No Contract,3.0,No,0.0,,9.6,2.3,No,0.0,UPI,2021-09-14,No,1792.0
CUST00545,Nashik,45.0,Female,54200.0,Prepaid,2.0,44.42,1.91,636.0,32.0,3.0,No,4G,Samsung,Mid (10k-25k),39.06,1.0,No Contract,3.0,No,2.0,1.0,29.6,4.9,Yes,0.0,Net Banking,2019-11-13,Yes,2463.0
CUST01099,Chhatrapati Sambhajinagar,35.0,Male,27600.0,Prepaid,11.0,557.3,,0.0,32.0,1.0,No,4G,Vivo,High (25k-60k),492.25,0.0,No Contract,0.0,No,1.0,5.0,6.1,5.4,Yes,1.0,Cash,2022-12-23,No,1327.0
CUST01356,Amravati,85.0,Female,43700.0,Prepaid,25.0,174.48,2.12,412.0,20.0,1.0,No,4G,Realme,Premium (>60k),223.71,1.0,With Contract,0.0,No,1.0,5.0,5.9,1.9,No,0.0,UPI,2019-07-20,No,2579.0
CUST00872,Mumbai,64.0,Female,25500.0,Prepaid,6.0,36.41,0.34,6.0,20.0,1.0,Yes,4G,Samsung,Premium (>60k),47.02,0.0,With Contract,3.0,Yes,1.0,5.0,39.0,11.5,No,2.0,Cash,2023-12-18,No,967.0
CUST01313,Nagpur,48.0,Female,11900.0,Prepaid,24.0,175.36,3.04,838.0,17.0,3.0,Yes,4G,,Mid (10k-25k),,0.0,With Contract,0.0,No,0.0,4.0,0.3,12.3,Yes,1.0,Net Banking,2019-02-20,No,2729.0
CUST00404,Solapur,51.0,Male,19400.0,Prepaid,7.0,423.97,4.43,416.0,28.0,1.0,No,3G,Samsung,Premium (>60k),436.09,0.0,No Contract,2.0,No,1.0,5.0,4.3,4.5,Yes,0.0,Credit Card,2019-03-17,No,2704.0
CUST01493,Mumbai,70.0,Female,67800.0,Postpaid,10.0,223.86,2.32,420.0,28.0,0.0,No Complaint Filed,4G,Oppo,Low (<10k),191.34,0.0,No Contract,1.0,No,0.0,5.0,3.9,1.6,No,4.0,UPI,2021-05-28,No,1901.0
CUST00363,Pune,56.0,Male,37100.0,Prepaid,13.0,54.28,3.5,1069.0,19.0,1.0,Yes,4G,,Low (<10k),61.07,1.0,No Contract,4.0,No,1.0,3.0,14.4,6.0,Yes,4.0,Cash,2021-01-03,No,2046.0
CUST00272,Solapur,35.0,Male,56400.0,Prepaid,69.0,146.16,17.42,329.0,27.0,3.0,Yes,4G,Oppo,Low (<10k),172.02,1.0,With Contract,1.0,No,1.0,3.0,1.7,10.6,No,1.0,UPI,2024-01-21,No,933.0
CUST00467,Pune,51.0,Male,14300.0,Prepaid,45.0,374.17,6.07,332.0,22.0,3.0,Yes,5G,Realme,Low (<10k),473.22,2.0,No Contract,4.0,No,0.0,4.0,2.1,10.3,Yes,3.0,Debit Card,2021-09-24,No,1782.0
CUST01349,Akola,,Female,,Prepaid,51.0,228.24,9.23,385.0,22.0,0.0,No Complaint Filed,3G,Vivo,Low (<10k),269.4,0.0,With Contract,4.0,Yes,0.0,2.0,7.8,6.5,Yes,0.0,UPI,2024-06-02,No,800.0
CUST01110,Mumbai,55.0,Male,31400.0,Prepaid,12.0,116.85,0.93,816.0,24.0,0.0,No Complaint Filed,4G,,Premium (>60k),101.77,2.0,No Contract,0.0,Yes,2.0,3.0,,2.3,Yes,0.0,UPI,2021-01-15,No,2034.0
CUST00947,Mumbai,53.0,Male,16700.0,Postpaid,3.0,102.63,3.83,286.0,24.0,1.0,No,4G,Apple,Mid (10k-25k),91.51,1.0,No Contract,5.0,No,1.0,4.0,3.3,6.9,Yes,0.0,Credit Card,2023-12-04,Yes,981.0
CUST00278,Thane,45.0,Female,23600.0,Prepaid,17.0,210.61,4.44,,21.0,2.0,No,3G,Xiaomi,Mid (10k-25k),204.51,0.0,No Contract,2.0,No,2.0,4.0,1.6,4.9,No,0.0,UPI,2019-06-02,No,2627.0
CUST01347,Pune,52.0,Male,26500.0,Prepaid,32.0,69.19,3.91,734.0,29.0,0.0,No Complaint Filed,3G,Oppo,Mid (10k-25k),55.5,0.0,No Contract,1.0,No,1.0,4.0,8.2,5.2,No,3.0,Debit Card,2019-02-28,No,2721.0
CUST01434,Thane,53.0,Female,6400.0,Prepaid,37.0,121.77,0.23,235.0,31.0,0.0,No Complaint Filed,3G,,Low (<10k),148.08,2.0,With Contract,4.0,No,2.0,5.0,3.4,15.0,Yes,0.0,UPI,2020-03-21,No,2334.0
CUST00971,Thane,72.0,Male,,Prepaid,28.0,272.52,4.8,393.0,28.0,0.0,No Complaint Filed,4G,,Mid (10k-25k),281.41,1.0,With Contract,2.0,No,1.0,4.0,2.2,1.9,Yes,1.0,,2023-09-06,No,1070.0
CUST00442,Akola,43.0,Male,35300.0,Prepaid,0.0,72.19,0.1,465.0,28.0,1.0,No,4G,Samsung,Low (<10k),64.8,2.0,No Contract,3.0,No,2.0,5.0,2.0,2.7,No,2.0,UPI,2023-07-31,Yes,1107.0
CUST01127,Mumbai,,Male,53200.0,Prepaid,10.0,146.0,0.09,399.0,30.0,0.0,No Complaint Filed,4G,,High (25k-60k),163.24,0.0,No Contract,4.0,No,1.0,3.0,,6.5,No,0.0,Net Banking,2021-03-15,No,1975.0
CUST00787,Nashik,39.0,Female,25200.0,Prepaid,35.0,89.02,0.7,300.0,31.0,0.0,No Complaint Filed,5G,Oppo,Mid (10k-25k),113.29,2.0,With Contract,0.0,No,2.0,,2.8,1.2,Yes,1.0,UPI,2019-06-28,No,2601.0
CUST01161,Solapur,56.0,Female,19300.0,Prepaid,19.0,166.72,4.63,946.0,25.0,3.0,No,4G,Apple,High (25k-60k),149.59,2.0,With Contract,1.0,No,1.0,4.0,9.6,26.8,No,1.0,UPI,2021-09-26,No,1780.0
CUST00443,Pune,34.0,Male,28300.0,Postpaid,21.0,255.86,30.69,687.0,27.0,2.0,Yes,5G,Vivo,Low (<10k),303.89,0.0,No Contract,2.0,No,3.0,4.0,10.4,27.3,No,0.0,UPI,2023-11-06,No,1009.0
CUST00300,Mumbai,80.0,Male,42700.0,Prepaid,12.0,71.89,4.91,,24.0,1.0,Yes,4G,Xiaomi,Mid (10k-25k),91.57,1.0,No Contract,6.0,No,2.0,5.0,19.0,2.6,No,1.0,Wallet,2022-09-06,No,1435.0
CUST01329,Thane,,Female,16400.0,Prepaid,6.0,184.81,13.17,693.0,28.0,0.0,No Complaint Filed,4G,Oppo,Mid (10k-25k),,1.0,No Contract,4.0,No,2.0,3.0,16.0,11.6,Yes,0.0,UPI,2020-04-10,No,2314.0
CUST00376,Pune,55.0,Female,39600.0,Postpaid,8.0,474.74,2.18,173.0,24.0,0.0,No Complaint Filed,4G,OnePlus,Premium (>60k),594.81,0.0,With Contract,4.0,No,1.0,4.0,35.2,0.1,No,2.0,Wallet,2021-05-12,No,1917.0
CUST01322,Mumbai,49.0,Male,52800.0,Prepaid,34.0,298.9,1.6,491.0,22.0,0.0,No Complaint Filed,4G,Oppo,Mid (10k-25k),338.11,0.0,No Contract,4.0,No,2.0,5.0,13.6,1.0,Yes,0.0,UPI,2022-07-05,No,1498.0
CUST01129,Pune,,Female,24400.0,Postpaid,42.0,348.74,1.01,480.0,31.0,0.0,No Complaint Filed,4G,Xiaomi,Mid (10k-25k),281.98,0.0,No Contract,2.0,No,1.0,,0.9,3.0,No,1.0,Credit Card,2022-03-08,No,1617.0
CUST01442,Mumbai,57.0,Female,8000.0,Prepaid,34.0,257.71,7.96,47.0,22.0,0.0,No Complaint Filed,4G,Samsung,Premium (>60k),264.74,0.0,No Contract,0.0,Yes,1.0,,6.3,1.7,Yes,0.0,UPI,2021-02-11,No,2007.0
CUST01187,Thane,54.0,Male,11400.0,Postpaid,36.0,189.38,4.47,674.0,29.0,1.0,Yes,4G,Oppo,Mid (10k-25k),175.45,0.0,No Contract,3.0,No,1.0,2.0,1.4,8.5,Yes,0.0,Wallet,2023-06-08,No,1160.0
CUST01000,Pune,49.0,,,Postpaid,8.0,174.56,12.74,454.0,31.0,4.0,No,3G,Samsung,High (25k-60k),190.23,1.0,No Contract,2.0,No,3.0,3.0,20.8,1.2,No,0.0,Debit Card,2019-03-25,No,2696.0
CUST00473,Mumbai,78.0,Male,39400.0,Prepaid,9.0,219.87,0.0,917.0,22.0,0.0,No Complaint Filed,4G,Oppo,High (25k-60k),217.48,1.0,,1.0,No,1.0,3.0,8.3,5.6,Yes,0.0,Debit Card,2019-02-26,No,2723.0
CUST01183,Nashik,48.0,Male,25500.0,Prepaid,19.0,483.84,6.43,381.0,24.0,1.0,No,3G,Realme,High (25k-60k),467.36,0.0,With Contract,1.0,No,2.0,2.0,4.8,12.0,Yes,0.0,Credit Card,2020-11-28,No,2082.0
CUST00564,Mumbai,74.0,Female,48200.0,Prepaid,42.0,87.54,0.3,248.0,29.0,0.0,No Complaint Filed,4G,Xiaomi,High (25k-60k),104.79,0.0,With Contract,3.0,No,2.0,5.0,3.6,0.1,Yes,0.0,Cash,2023-02-05,No,1283.0
CUST01371,Sangli,38.0,Female,35000.0,Prepaid,18.0,157.63,3.47,593.0,24.0,2.0,No,4G,Xiaomi,Mid (10k-25k),143.71,2.0,No Contract,3.0,No,1.0,4.0,6.4,9.2,No,2.0,Cash,2019-01-29,No,2751.0
CUST00751,Mumbai,53.0,Male,10100.0,Prepaid,6.0,567.19,0.14,458.0,21.0,1.0,Yes,4G,Samsung,Mid (10k-25k),701.33,1.0,No Contract,0.0,No,1.0,3.0,,3.2,Yes,1.0,Credit Card,2020-10-21,No,2120.0
CUST00389,Chhatrapati Sambhajinagar,80.0,Male,16900.0,Postpaid,22.0,609.36,3.31,526.0,21.0,0.0,No Complaint Filed,3G,Vivo,Low (<10k),702.55,0.0,With Contract,3.0,Yes,0.0,4.0,8.3,9.5,Yes,0.0,Credit Card,2021-08-02,No,1835.0
CUST00023,Pune,28.0,Male,22000.0,Postpaid,9.0,467.18,2.45,515.0,26.0,1.0,No,2G,Oppo,Low (<10k),480.85,0.0,No Contract,4.0,No,4.0,3.0,6.1,1.8,No,4.0,UPI,2022-10-18,No,1393.0
CUST00834,Mumbai,39.0,Female,15600.0,Prepaid,40.0,132.68,3.75,467.0,35.0,1.0,Yes,4G,Vivo,Low (<10k),141.62,1.0,No Contract,5.0,No,2.0,2.0,26.8,2.9,No,1.0,Debit Card,2023-01-14,No,1305.0
CUST00125,Mumbai,53.0,Male,43300.0,Prepaid,4.0,444.99,15.23,503.0,23.0,1.0,Yes,4G,Apple,Mid (10k-25k),444.49,0.0,With Contract,3.0,No,1.0,5.0,18.7,4.7,No,1.0,UPI,2020-07-05,No,2228.0
CUST00424,Nagpur,78.0,Male,17200.0,Postpaid,7.0,56.76,16.77,604.0,25.0,1.0,Yes,4G,Vivo,Mid (10k-25k),56.61,2.0,No Contract,2.0,No,4.0,3.0,32.1,6.8,No,2.0,UPI,2022-06-16,Yes,1517.0
CUST00774,Pune,,Female,16200.0,Prepaid,84.0,31.86,5.07,206.0,22.0,3.0,Yes,5G,Realme,Mid (10k-25k),39.54,5.0,With Contract,4.0,No,1.0,,6.5,1.7,Yes,3.0,UPI,2020-08-20,No,2182.0
CUST01383,Sangli,34.0,Male,58800.0,Postpaid,16.0,257.27,11.63,811.0,34.0,1.0,Yes,4G,Apple,Low (<10k),320.51,1.0,With Contract,6.0,No,3.0,5.0,7.6,1.2,Yes,1.0,UPI,2021-02-26,No,1992.0
CUST00471,Mumbai,63.0,Male,29200.0,Postpaid,8.0,325.55,,586.0,28.0,0.0,No Complaint Filed,5G,Samsung,Mid (10k-25k),343.53,0.0,No Contract,2.0,Yes,1.0,3.0,12.4,39.3,Yes,0.0,UPI,2023-09-18,No,1058.0
CUST00722,Mumbai,27.0,Female,36700.0,Prepaid,0.0,109.89,5.64,318.0,24.0,1.0,Yes,3G,Samsung,Low (<10k),96.3,0.0,With Contract,2.0,No,1.0,4.0,22.9,5.7,Yes,2.0,UPI,2022-01-15,No,1669.0
CUST01038,Thane,83.0,Male,15700.0,Postpaid,34.0,81.43,5.0,274.0,36.0,1.0,No,4G,,Low (<10k),71.34,0.0,With Contract,2.0,No,1.0,2.0,3.7,1.2,Yes,0.0,Net Banking,2019-05-16,No,2644.0
CUST00182,Mumbai,44.0,Female,27100.0,Prepaid,30.0,839.71,8.11,662.0,22.0,2.0,No,4G,Samsung,Low (<10k),857.57,0.0,No Contract,2.0,No,0.0,4.0,0.1,7.7,No,0.0,UPI,2022-01-11,No,1673.0
CUST00143,Nagpur,63.0,Female,23900.0,Postpaid,12.0,183.42,3.99,284.0,17.0,1.0,Yes,3G,Oppo,Mid (10k-25k),175.24,0.0,No Contract,0.0,No,0.0,3.0,5.5,1.4,No,1.0,Credit Card,2023-10-11,No,1035.0
CUST00051,Sangli,42.0,Male,9000.0,Prepaid,7.0,495.02,5.41,380.0,28.0,1.0,Yes,4G,Vivo,High (25k-60k),597.63,1.0,No Contract,2.0,No,1.0,4.0,0.7,1.9,Yes,1.0,UPI,2021-03-06,No,1984.0
CUST01411,,65.0,Male,22800.0,Prepaid,10.0,422.43,7.01,823.0,25.0,0.0,No Complaint Filed,4G,Vivo,Low (<10k),468.8,1.0,No Contract,0.0,No,2.0,5.0,2.4,1.0,Yes,0.0,Debit Card,2022-10-16,No,1395.0
CUST01054,Solapur,51.0,Male,16000.0,Postpaid,7.0,101.44,6.51,193.0,34.0,2.0,No,5G,Xiaomi,Premium (>60k),112.58,2.0,No Contract,1.0,No,4.0,2.0,22.1,0.2,No,1.0,UPI,2023-11-24,No,991.0
CUST00624,Nagpur,,Female,11100.0,Prepaid,1.0,81.34,6.96,462.0,25.0,4.0,No,4G,Apple,Mid (10k-25k),66.29,1.0,With Contract,2.0,No,1.0,3.0,1.5,9.1,Yes,1.0,Credit Card,2021-06-06,No,1892.0
CUST01096,Mumbai,41.0,Male,13500.0,Prepaid,19.0,109.63,5.32,499.0,35.0,0.0,No Complaint Filed,4G,Apple,Low (<10k),123.16,0.0,With Contract,2.0,No,1.0,5.0,4.8,1.3,Yes,1.0,UPI,2021-01-14,No,2035.0
CUST00082,Nashik,54.0,Female,20700.0,Prepaid,6.0,85.15,0.21,442.0,15.0,2.0,No,4G,Vivo,Low (<10k),73.37,1.0,With Contract,5.0,No,0.0,5.0,0.9,12.1,Yes,0.0,Credit Card,2023-09-26,No,1050.0
CUST00704,Mumbai,54.0,Male,11200.0,Prepaid,14.0,169.86,7.0,658.0,28.0,2.0,No,4G,Vivo,Low (<10k),187.06,1.0,No Contract,2.0,Yes,1.0,4.0,17.3,1.2,No,1.0,Debit Card,2021-04-06,No,1953.0
CUST00483,Pune,43.0,Female,42300.0,Prepaid,13.0,29.16,16.51,0.0,29.0,0.0,No Complaint Filed,2G,Xiaomi,High (25k-60k),35.62,0.0,With Contract,1.0,No,1.0,2.0,14.3,2.7,No,1.0,Credit Card,2022-02-17,No,1636.0
CUST00322,Thane,74.0,Male,28800.0,Postpaid,20.0,146.26,5.45,287.0,27.0,1.0,No,3G,Oppo,Mid (10k-25k),146.55,1.0,No Contract,1.0,No,0.0,3.0,14.9,8.9,Yes,1.0,,2020-05-10,No,2284.0
CUST01262,Solapur,42.0,Male,11300.0,Postpaid,13.0,126.9,0.15,906.0,27.0,0.0,No Complaint Filed,3G,OnePlus,High (25k-60k),111.47,1.0,With Contract,1.0,No,5.0,3.0,20.9,3.3,Yes,1.0,UPI,2019-02-26,No,2723.0
CUST00506,Mumbai,,Male,9900.0,Prepaid,0.0,300.67,2.89,335.0,26.0,2.0,Yes,5G,Samsung,Mid (10k-25k),335.86,1.0,With Contract,3.0,No,2.0,4.0,2.6,4.4,No,0.0,Debit Card,2023-12-25,No,960.0
CUST01437,Pune,33.0,Male,50100.0,Prepaid,3.0,422.06,7.52,133.0,24.0,0.0,No Complaint Filed,4G,Xiaomi,High (25k-60k),497.51,2.0,No Contract,3.0,No,0.0,2.0,4.1,4.9,No,0.0,Credit Card,2023-03-11,Yes,1249.0
CUST00842,Thane,35.0,Male,62000.0,Prepaid,20.0,272.98,8.38,744.0,25.0,5.0,No,5G,Apple,,254.31,2.0,No Contract,2.0,No,1.0,1.0,20.3,0.8,Yes,0.0,Wallet,2019-02-06,Yes,2743.0
CUST00067,Mumbai,53.0,Female,14500.0,Postpaid,16.0,80.44,7.9,,28.0,2.0,No,4G,Oppo,Low (<10k),96.96,1.0,No Contract,2.0,No,3.0,4.0,0.9,3.8,No,0.0,Net Banking,2020-09-03,No,2168.0
CUST01293,Nagpur,36.0,Female,20600.0,Prepaid,5.0,636.72,1.98,538.0,29.0,1.0,No,4G,Apple,High (25k-60k),611.47,0.0,No Contract,0.0,No,2.0,4.0,6.2,1.8,No,2.0,UPI,2022-03-04,No,1621.0
CUST01245,Chhatrapati Sambhajinagar,46.0,Female,18800.0,Postpaid,19.0,58.97,0.22,316.0,31.0,0.0,No Complaint Filed,4G,Xiaomi,Low (<10k),65.7,0.0,No Contract,2.0,No,3.0,,1.4,1.9,No,2.0,Credit Card,2019-11-22,No,2454.0
CUST01338,Thane,45.0,Male,28000.0,Postpaid,19.0,450.65,3.89,768.0,29.0,2.0,Yes,4G,Realme,Low (<10k),482.53,0.0,With Contract,3.0,No,1.0,3.0,0.1,11.1,Yes,1.0,Net Banking,2023-02-10,No,1278.0
CUST00802,Mumbai,46.0,Female,13100.0,Postpaid,36.0,151.17,1.35,355.0,23.0,1.0,Yes,4G,Samsung,Mid (10k-25k),129.74,0.0,No Contract,2.0,No,0.0,1.0,8.3,0.2,Yes,1.0,Wallet,2019-09-07,No,2530.0
CUST00862,Pune,,Female,5900.0,Prepaid,1.0,317.24,2.83,680.0,23.0,0.0,No Complaint Filed,4G,Xiaomi,Low (<10k),404.68,1.0,No Contract,2.0,No,1.0,2.0,0.2,0.2,No,0.0,Debit Card,2022-10-27,No,1384.0
CUST00032,Mumbai,62.0,Female,23600.0,Postpaid,29.0,474.71,,,29.0,0.0,No Complaint Filed,4G,Oppo,High (25k-60k),479.21,0.0,No Contract,1.0,Yes,3.0,3.0,0.7,25.4,No,2.0,UPI,2019-09-13,No,2524.0
CUST00796,Amravati,51.0,Male,20900.0,Postpaid,43.0,349.85,,471.0,16.0,0.0,No Complaint Filed,3G,Samsung,Low (<10k),307.41,0.0,With Contract,2.0,No,2.0,3.0,,1.5,No,2.0,Debit Card,2022-10-25,No,1386.0
CUST00418,Pune,57.0,Female,22800.0,Postpaid,14.0,54.79,4.65,433.0,22.0,4.0,Yes,4G,OnePlus,Low (<10k),65.25,4.0,With Contract,2.0,No,1.0,,9.6,7.6,No,4.0,Debit Card,2021-10-14,No,1762.0
CUST00633,Nagpur,49.0,Female,18300.0,Prepaid,21.0,315.84,5.73,380.0,20.0,1.0,Yes,4G,Apple,Low (<10k),289.49,2.0,No Contract,3.0,No,2.0,3.0,21.4,8.7,Yes,2.0,Debit Card,2021-10-19,No,1757.0
CUST01083,Pune,38.0,Female,17000.0,Prepaid,34.0,132.51,0.2,50.0,30.0,2.0,Yes,4G,Vivo,Low (<10k),150.15,1.0,With Contract,1.0,No,3.0,2.0,0.1,8.1,No,1.0,Credit Card,2023-05-26,No,1173.0
CUST00065,Pune,66.0,Female,34200.0,Prepaid,5.0,339.57,0.79,580.0,23.0,0.0,No Complaint Filed,4G,Xiaomi,Mid (10k-25k),316.77,0.0,No Contract,1.0,No,0.0,4.0,6.2,6.4,No,0.0,Credit Card,2019-09-02,No,2535.0
CUST00140,Sangli,58.0,Male,27200.0,Prepaid,5.0,186.37,10.95,,29.0,1.0,Yes,4G,Xiaomi,High (25k-60k),165.53,2.0,No Contract,1.0,No,4.0,5.0,3.2,4.9,Yes,0.0,Net Banking,2023-02-04,No,1284.0
CUST01217,Mumbai,61.0,Female,61900.0,Prepaid,11.0,70.01,1.4,667.0,31.0,0.0,No Complaint Filed,4G,Samsung,Premium (>60k),62.01,1.0,With Contract,2.0,No,1.0,,8.2,2.3,Yes,3.0,Net Banking,2024-03-02,No,892.0
CUST01211,Pune,41.0,Male,19100.0,Prepaid,9.0,93.52,4.43,434.0,20.0,3.0,No,4G,Samsung,Low (<10k),79.36,1.0,No Contract,7.0,No,3.0,3.0,11.5,12.9,Yes,3.0,Debit Card,2023-05-18,No,1181.0
CUST00078,Mumbai,74.0,Female,18900.0,Prepaid,20.0,344.61,5.6,531.0,30.0,2.0,Yes,4G,Samsung,Mid (10k-25k),385.43,0.0,With Contract,1.0,No,2.0,5.0,1.1,6.0,No,2.0,UPI,2019-10-19,No,2488.0
CUST00492,Nashik,66.0,Male,17200.0,Prepaid,33.0,140.27,36.95,,32.0,0.0,No Complaint Filed,4G,Xiaomi,Mid (10k-25k),172.2,0.0,No Contract,3.0,No,1.0,4.0,,0.0,No,0.0,UPI,2024-03-27,No,867.0
CUST01065,Pune,27.0,Female,15700.0,Prepaid,15.0,284.94,5.32,315.0,34.0,2.0,Yes,5G,Xiaomi,Low (<10k),330.11,1.0,No Contract,5.0,No,0.0,3.0,1.5,36.5,No,1.0,UPI,2020-10-22,No,2119.0
CUST01146,Amravati,26.0,Male,17200.0,Prepaid,1.0,111.8,0.92,,30.0,0.0,No Complaint Filed,4G,Xiaomi,Mid (10k-25k),90.71,0.0,No Contract,0.0,No,1.0,3.0,0.2,1.8,Yes,1.0,UPI,2019-10-12,No,2495.0
CUST00533,Akola,36.0,Female,21900.0,Postpaid,2.0,346.88,0.36,364.0,24.0,0.0,No Complaint Filed,4G,Xiaomi,Mid (10k-25k),344.5,1.0,No Contract,1.0,Yes,2.0,4.0,2.0,5.0,No,3.0,UPI,2022-08-15,No,1457.0
CUST00066,,85.0,Female,30400.0,Postpaid,4.0,256.47,,458.0,24.0,0.0,No Complaint Filed,4G,Vivo,Premium (>60k),310.14,1.0,No Contract,1.0,No,1.0,1.0,4.0,17.4,No,1.0,Credit Card,2021-08-04,No,1833.0
CUST01274,Mumbai,22.0,Female,38700.0,Prepaid,-3.0,162.81,5.09,770.0,26.0,2.0,Yes,4G,Xiaomi,Low (<10k),165.97,0.0,With Contract,3.0,No,1.0,5.0,3.5,5.8,No,1.0,Debit Card,2020-08-19,No,2183.0
CUST01287,Mumbai,42.0,Male,19700.0,Prepaid,11.0,114.46,8.48,589.0,26.0,1.0,No,2G,Realme,Low (<10k),137.42,1.0,No Contract,1.0,No,3.0,4.0,5.3,6.3,Yes,0.0,Cash,2019-04-07,No,2683.0
CUST01269,Nashik,40.0,Female,25800.0,Postpaid,9.0,422.3,0.46,403.0,22.0,1.0,No,4G,Samsung,Mid (10k-25k),522.16,0.0,No Contract,3.0,No,1.0,3.0,,1.7,No,1.0,Cash,2019-02-23,No,2726.0
CUST00297,Chhatrapati Sambhajinagar,56.0,Male,19800.0,Prepaid,21.0,249.99,5.39,457.0,24.0,0.0,No Complaint Filed,5G,Vivo,Mid (10k-25k),261.56,1.0,With Contract,0.0,No,4.0,5.0,2.4,8.7,No,4.0,Wallet,2022-11-04,No,1376.0
CUST00592,Thane,55.0,Male,45200.0,Prepaid,12.0,330.94,13.69,683.0,24.0,0.0,No Complaint Filed,4G,Oppo,Mid (10k-25k),310.19,2.0,With Contract,0.0,No,2.0,3.0,0.7,2.6,No,0.0,UPI,2023-08-25,No,1082.0
CUST00420,Chhatrapati Sambhajinagar,45.0,Female,23800.0,Prepaid,28.0,157.69,0.62,483.0,19.0,0.0,No Complaint Filed,4G,Xiaomi,Premium (>60k),132.45,4.0,No Contract,2.0,No,0.0,2.0,9.2,16.7,No,0.0,Credit Card,2023-11-06,No,1009.0
CUST00768,Amravati,53.0,Female,21700.0,Postpaid,41.0,132.61,1.59,286.0,28.0,0.0,No Complaint Filed,4G,Xiaomi,High (25k-60k),115.02,1.0,No Contract,2.0,No,2.0,3.0,2.4,6.0,Yes,2.0,,2019-12-30,No,2416.0
CUST00439,Thane,47.0,Female,20100.0,Prepaid,3.0,139.92,2.83,474.0,34.0,1.0,No,4G,Vivo,Low (<10k),128.23,0.0,No Contract,1.0,No,1.0,4.0,3.1,3.8,No,2.0,UPI,2022-12-08,No,1342.0
CUST00262,Akola,79.0,Female,22300.0,Prepaid,40.0,138.59,3.46,24.0,20.0,1.0,Yes,5G,Apple,Mid (10k-25k),173.48,1.0,With Contract,0.0,No,0.0,1.0,6.4,1.6,No,0.0,Net Banking,2020-04-24,Yes,2300.0
CUST00984,Mumbai,35.0,Male,22800.0,Prepaid,7.0,32.8,6.89,,17.0,2.0,No,,Apple,High (25k-60k),35.01,1.0,No Contract,2.0,No,0.0,1.0,0.4,2.7,No,2.0,Debit Card,2019-10-18,No,2489.0
